job,design,variant,half,arm,seed,seed_set,status,averaging_unit,n_units,n_rows,stratum,metric,aggregation,role,value,note,threshold_setting,cluster_unit_registered,scoring_filter,pair_subset,yardstick_reading
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,12,250,category_class=An-An,logsf_mae,unit_macro,primary,0.859123,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,11,250,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.690972,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,178,250,category_class=An-An,logsf_mae,pair_pooled,side,1.01363,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,129,250,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.74031,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,6,250,category_class=An-An,logsf_mae,system_macro,side,0.728279,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,5,250,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.556883,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,14,190,category_class=An-Ln,logsf_mae,unit_macro,primary,1.46314,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,13,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.448718,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,112,190,category_class=An-Ln,logsf_mae,pair_pooled,side,0.965671,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,92,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.505435,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,5,190,category_class=An-Ln,logsf_mae,system_macro,side,0.694829,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,4,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.503125,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,137,3060,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.536077,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key+state_a+state_b,116,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.695168,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,1678,3060,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.440619,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,row_pair,621,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.700483,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,logsf_mae,system_macro,side,0.534665,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.700632,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,extractant_system_key+state_a+state_b,137,3060,all,logsf_mae,unit_macro,side,0.536077,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,extractant_system_key+state_a+state_b,116,3060,all,direction_accuracy_abs_ge_0.3,unit_macro,side,0.695168,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,row_pair,1678,3060,all,logsf_mae,pair_pooled,side,0.440619,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,row_pair,621,3060,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.700483,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,extractant_system_key,5,3060,all,logsf_mae,system_macro,side,0.534665,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,confirmation,B3,,deterministic,exploratory,extractant_system_key,5,3060,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.700632,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,309,13063,all,logsf_mae,unit_macro,primary,0.527468,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,280,13063,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.853835,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,9802,13063,all,logsf_mae,pair_pooled,side,0.596667,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,6679,13063,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.872511,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,16,13063,all,logsf_mae,system_macro,side,0.651642,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,14,13063,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.608323,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,19,413,category_class=An-An,logsf_mae,unit_macro,primary,1.22517,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,16,413,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.372396,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,317,413,category_class=An-An,logsf_mae,pair_pooled,side,0.994712,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,216,413,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.344907,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,9,413,category_class=An-An,logsf_mae,system_macro,side,0.860206,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,7,413,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.337313,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,17,647,category_class=An-Ln,logsf_mae,unit_macro,primary,0.953274,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,17,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.642989,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,345,647,category_class=An-Ln,logsf_mae,pair_pooled,side,0.969344,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,280,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.533929,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,6,647,category_class=An-Ln,logsf_mae,system_macro,side,0.640392,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,6,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.607728,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,268,11965,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.437855,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,242,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.900901,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,9121,11965,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.567417,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,6166,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.906422,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,5,11965,category_class=Ln-Ln,logsf_mae,system_macro,side,0.454787,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,5,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.892434,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,5,38,category_class=other,logsf_mae,unit_macro,primary,1.23175,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,5,38,category_class=other,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.833333,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,19,38,category_class=other,logsf_mae,pair_pooled,side,1.23046,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,row_pair,17,38,category_class=other,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.852941,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,1,38,category_class=other,logsf_mae,system_macro,side,1.23046,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,registered,extractant_system_key,1,38,category_class=other,direction_accuracy_abs_ge_0.3,system_macro,side,0.852941,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,extractant_system_key+state_a+state_b,268,11965,all,logsf_mae,unit_macro,side,0.437855,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,extractant_system_key+state_a+state_b,242,11965,all,direction_accuracy_abs_ge_0.3,unit_macro,side,0.900901,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,row_pair,9121,11965,all,logsf_mae,pair_pooled,side,0.567417,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,row_pair,6166,11965,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.906422,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,extractant_system_key,5,11965,all,logsf_mae,system_macro,side,0.454787,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3x,,deterministic,exploratory,extractant_system_key,5,11965,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.892434,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,163,3500,all,logsf_mae,unit_macro,primary,0.639485,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,140,3500,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.671953,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,1968,3500,all,logsf_mae,pair_pooled,side,0.522327,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,842,3500,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.685273,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,13,3500,all,logsf_mae,system_macro,side,0.579972,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,11,3500,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.634927,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,12,250,category_class=An-An,logsf_mae,unit_macro,primary,0.859123,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,11,250,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.690972,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,178,250,category_class=An-An,logsf_mae,pair_pooled,side,1.01363,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,129,250,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.74031,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,6,250,category_class=An-An,logsf_mae,system_macro,side,0.728279,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,5,250,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.556883,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,14,190,category_class=An-Ln,logsf_mae,unit_macro,primary,1.46314,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,13,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.448718,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,112,190,category_class=An-Ln,logsf_mae,pair_pooled,side,0.965671,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,92,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.505435,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,5,190,category_class=An-Ln,logsf_mae,system_macro,side,0.694829,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,4,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.503125,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,137,3060,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.536077,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key+state_a+state_b,116,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.695168,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,1678,3060,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.440619,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,row_pair,621,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.700483,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,logsf_mae,system_macro,side,0.534665,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.700632,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,extractant_system_key+state_a+state_b,137,3060,all,logsf_mae,unit_macro,side,0.536077,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,extractant_system_key+state_a+state_b,116,3060,all,direction_accuracy_abs_ge_0.3,unit_macro,side,0.695168,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,row_pair,1678,3060,all,logsf_mae,pair_pooled,side,0.440619,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,row_pair,621,3060,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.700483,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,extractant_system_key,5,3060,all,logsf_mae,system_macro,side,0.534665,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,confirmation,B3x,,deterministic,exploratory,extractant_system_key,5,3060,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.700632,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3x
V5PAIR__primary,V5-PAIR,primary,selection,B3i,,deterministic,registered,extractant_system_key+state_a+state_b,309,13063,all,logsf_mae,unit_macro,primary,0.384728,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3i
V5PAIR__primary,V5-PAIR,primary,selection,B3i,,deterministic,registered,extractant_system_key+state_a+state_b,280,13063,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.887566,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3i
V5PAIR__primary,V5-PAIR,primary,selection,B3i,,deterministic,registered,row_pair,9802,13063,all,logsf_mae,pair_pooled,side,0.382998,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3i
V5PAIR__primary,V5-PAIR,primary,selection,B3i,,deterministic,registered,row_pair,6679,13063,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.918401,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3i
