section,quantity,quoted_value,artefact_path,artefact_value,abs_diff,verdict
6,bundle candidates ranked,95,gen16_leads/results/L4/ranking_pool_bundle.csv,95,0.0,match
6,external logK candidates ranked,273,gen16_leads/results/L4/ranking_pool_logk.csv,273,0.0,match
6,distinct values of the AOPT criterion,43,gen16_leads/results/L4/ranking_pool_bundle.csv,43,0.0,match
6,diglycolamides in the ranked top 20,dominated,gen16_leads/results/L4/ranking_pool_bundle.csv,dominated,,match
6,FLAT fallbacks fired for MAXMIN (report never mentions the guard),not printed,gen16_leads/results/L4/curve.csv,2100,,not_found
6,FLAT fallbacks fired for RANDOM (report never mentions the guard),not printed,gen16_leads/results/L4/curve.csv,655,,not_found
6,FLAT fallbacks fired for AOPT (report never mentions the guard),not printed,gen16_leads/results/L4/curve.csv,0,,not_found
7a,G14_POOLED k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,G14_POOLED k=1,0.2238,gen16_leads/results/L5/board_cov.csv,0.2237860995974283,1.3900402571709325e-05,match
7a,G14_POOLED k=2,0.2009,gen16_leads/results/L5/board_cov.csv,0.2008778442468753,2.215575312469742e-05,match
7a,G14_POOLED k=3,0.1674,gen16_leads/results/L5/board_cov.csv,0.1674293944522078,2.9394452207814892e-05,match
7a,G14_LW k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,G14_LW k=1,0.2214,gen16_leads/results/L5/board_cov.csv,0.2213509944536112,4.9005546388813936e-05,match
7a,G14_LW k=2,0.6539,gen16_leads/results/L5/board_cov.csv,0.6539120830914114,1.2083091411319025e-05,match
7a,G14_LW k=3,34.41,gen16_leads/results/L5/board_cov.csv,34.40705510310714,0.0029448968928562635,match
7a,G14_LOWRANK2 k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,G14_LOWRANK2 k=1,0.2166,gen16_leads/results/L5/board_cov.csv,0.2166392277111473,3.9227711147310496e-05,match
7a,G14_LOWRANK2 k=2,0.1862,gen16_leads/results/L5/board_cov.csv,0.1862327196573463,3.271965734630289e-05,match
7a,G14_LOWRANK2 k=3,0.1667,gen16_leads/results/L5/board_cov.csv,0.1666812753037537,1.8724696246280592e-05,match
7a,G14_LOWRANK3 k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,G14_LOWRANK3 k=1,0.2191,gen16_leads/results/L5/board_cov.csv,0.2191004074895729,4.074895729178074e-07,match
7a,G14_LOWRANK3 k=2,0.1895,gen16_leads/results/L5/board_cov.csv,0.1895365559482627,3.6555948262712024e-05,match
7a,G14_LOWRANK3 k=3,0.1683,gen16_leads/results/L5/board_cov.csv,0.1683124754894846,1.247548948460353e-05,match
7a,G14_HIER k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,G14_HIER k=1,0.2205,gen16_leads/results/L5/board_cov.csv,0.2204925374861925,7.462513807510174e-06,match
7a,G14_HIER k=2,0.1963,gen16_leads/results/L5/board_cov.csv,0.1962591807083893,4.08192916107053e-05,match
7a,G14_HIER k=3,0.1711,gen16_leads/results/L5/board_cov.csv,0.1711131289100778,1.3128910077792044e-05,match
7a,MIX6meanPC_POOLED k=0,0.4052,gen16_leads/results/L5/board_cov.csv,0.4051529363947545,4.70636052454787e-05,match
7a,MIX6meanPC_POOLED k=1,0.2236,gen16_leads/results/L5/board_cov.csv,0.2236344714613571,3.447146135709955e-05,match
7a,MIX6meanPC_POOLED k=2,0.1974,gen16_leads/results/L5/board_cov.csv,0.1973750494159605,2.495058403947925e-05,match
7a,MIX6meanPC_POOLED k=3,0.1604,gen16_leads/results/L5/board_cov.csv,0.1603710193282494,2.898067175058361e-05,match
7a,NAIVE_LINE_POOLED k=1,0.231,gen16_leads/results/L5/board_cov.csv,0.2310465717722923,4.657177229228093e-05,match
7a,NAIVE_LINE_POOLED k=2,0.2251,gen16_leads/results/L5/board_cov.csv,0.2251017668095489,1.7668095489142832e-06,match
7a,NAIVE_LINE_POOLED k=3,0.2243,gen16_leads/results/L5/board_cov.csv,0.2242595213567671,4.0478643232894074e-05,match
7,MIX6meanPC - POOLED @k3 BP,0.007,gen16_leads/results/L5/contrasts_mix.csv,0.0070419538906454,4.195389064540027e-05,match
7,MIX6meanPC p (report: p < 1e-4),0.0001,gen16_leads/results/L5/contrasts_mix.csv,0.0,0.0001,match
7,largest positive registered L5 effect (report says MIX6meanPC = +0.0070),0.007,gen16_leads/results/L5/contrasts_cov.csv + gen16_leads/results/L5/contrasts_mix.csv,0.0150880110598515,0.008088011059851501,mismatch
7,"LOWRANK2 - POOLED @k2 BP (registered, never printed in the report)",not printed,gen16_leads/results/L5/contrasts_cov.csv,0.0150880110598515,,not_found
7,LOWRANK2 - POOLED @k2 BP p (never printed),not printed,gen16_leads/results/L5/contrasts_cov.csv,0.002,,not_found
7,n leave-chemotype-out covariance estimates,430,gen16_leads/results/L5/covariance_conditioning.csv,430,0.0,match
7,fraction indefinite (%),100,gen16_leads/results/L5/covariance_conditioning.csv,100.0,0.0,match
7,cover90 at k=3 (%),98.8,gen16_leads/results/L5/calibration_intervals.csv,98.84166951502033,0.041669515020331005,match
7,cover90 at k=0 (%),92.6,gen16_leads/results/L5/calibration_intervals.csv,92.64934867646501,0.04934867646501573,match
7,RMSE at k=3,0.248,gen16_leads/results/L5/calibration_intervals.csv,0.2476952008474396,0.00030479915256040324,match
7,interval width conservatism factor (median |z| route),2.5,gen16_leads/results/L5/calibration_intervals.csv,2.5197383335243955,0.01973833352439547,match
7,Brier PLATT BP,0.255,gen16_leads/results/L5/calibration_direction.csv,0.2550018449588489,1.844958848917777e-06,match
7,Brier RAW BP,0.167,gen16_leads/results/L5/calibration_direction.csv,0.1666259201117082,0.0003740798882918006,match
7,Brier CONST BP,0.313,gen16_leads/results/L5/calibration_direction.csv,0.312817943358637,0.00018205664136300426,match
7,ECE RAW BP,0.139,gen16_leads/results/L5/calibration_direction.csv,0.1392514109188577,0.00025141091885769185,match
7,G14@doptk3 locked,0.1700393901,gen16_leads/results/L5/verify.json,0.1700393901,0.0,match
7,G14@doptk1 locked,0.2313450953,gen16_leads/results/L5/verify.json,0.2313450953,0.0,match
7,reproduction difference quoted as 0.0e+00,0.0,gen16_leads/results/L5/verify.json,8.326672684688674e-17,8.326672684688674e-17,mismatch
7,locked training-route modes reproduced,11,gen16_leads/results/L5/mixture_trainroute_repro.json,11,0.0,match
8,frozen Kish n_eff,11.67,gen16_leads/results/L6_cohort_audit/summary.json,11.671469740634004,0.0014697406340040686,match
8,"extractants, one compound per absent chemotype (cheapest batch)",143,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,143,0.0,match
8,"Kish, one compound per absent chemotype (cheapest batch)",27.38,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,27.3748,0.005199999999998539,mismatch
8,"ratio, one compound per absent chemotype (cheapest batch)",2.35,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,2.345,0.004999999999999893,match
8,"extractants, only those in chemotypes absent from the cohort",150,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,150,0.0,match
8,"Kish, only those in chemotypes absent from the cohort",28.55,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,28.5533,0.0032999999999994145,match
8,"ratio, only those in chemotypes absent from the cohort",2.45,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,2.446,0.0040000000000000036,match
8,"extractants, all 100 single-lanthanide compounds",190,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,190,0.0,match
8,"Kish, all 100 single-lanthanide compounds",12.27,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,12.2706,0.000600000000000378,match
8,"ratio, all 100 single-lanthanide compounds",1.05,gen16_leads/results/L6_cohort_audit/counterfactual_kish.csv,1.051,0.0009999999999998899,match
8,excluded compounds,100,gen16_leads/results/L6_cohort_audit/excluded_extractants.csv,100,0.0,match
8,chemotypes carried by the excluded,60,gen16_leads/results/L6_cohort_audit/excluded_extractants.csv,60,0.0,match
8,of those absent from the cohort,53,gen16_leads/results/L6_cohort_audit/excluded_extractants.csv,53,0.0,match
8,excluded at Tanimoto < 0.7,77,gen16_leads/results/L6_cohort_audit/summary.json,77,0.0,match
8,diglycolamides among the excluded,28,gen16_leads/results/L6_cohort_audit/excluded_extractants.csv,28,0.0,match
8,report's '91 of the 100 come from one publication' vs excluded extractants appearing in exactly ONE publication each,91,gen16_leads/results/L6_cohort_audit/excluded_extractants.csv,91,0.0,match
8,report's '91 of the 100 come from one publication' vs the largest single publication's actual share of the 100,91,gen6 provenance joined to the frozen bundle (recomputed by this audit),52,39.0,mismatch
8,relaxations tried (excluding FROZEN),7,gen16_leads/results/L6_cohort_audit/relaxations.csv,7,0.0,match
8,max chemotypes added by any relaxation,0,gen16_leads/results/L6_cohort_audit/relaxations.csv,0,0.0,match
8,exact cells,521,gen16_leads/results/L6_cohort_audit/relaxations.csv,521,0.0,match
8,exact extractants,90,gen16_leads/results/L6_cohort_audit/relaxations.csv,90,0.0,match
8,relaxed cells,509,gen16_leads/results/L6_cohort_audit/relaxations.csv,509,0.0,match
8,relaxed extractants,90,gen16_leads/results/L6_cohort_audit/relaxations.csv,90,0.0,match
8,series cells,597,gen16_leads/results/L6_cohort_audit/relaxations.csv,597,0.0,match
8,series extractants,89,gen16_leads/results/L6_cohort_audit/relaxations.csv,89,0.0,match
8,frozen fingerprint,4c3c6628ea0be949,gen16_leads/results/L6_cohort_audit/relaxations.csv,4c3c6628ea0be949,,match
8,bundle structures re-clustered,190,gen16_leads/results/L6_cohort_audit/summary.json,190,0.0,match
10.4,reproducible gen15 section-3 row A: n,79,gen16_leads/results/L1/stage1_reproduction.csv,79,0.0,match
10.4,reproducible gen15 section-3 row A: rho,0.104,gen16_leads/results/L1/stage1_reproduction.csv,0.1042112950340798,0.00021129503407980865,match
10.4,reproducible gen15 section-3 row B: n,81,gen16_leads/results/L1/stage1_reproduction.csv,81,0.0,match
10.4,reproducible gen15 section-3 row B: rho,0.203,gen16_leads/results/L1/stage1_reproduction.csv,0.2028229448961156,0.00017705510388441037,match
10.5,geometry-complete series,41,gen16_leads/results/L1/stage1_reproduction.csv,41,0.0,match
10.5,energy-complete series,39,gen16_leads/results/L1/stage1_reproduction.csv,39,0.0,match
10.6,complexes verified,1155,gen16_leads/results/L1/reference_species/summary.json,1155,0.0,match
10.8,arms_stage2.py:330 hashes bytes,hash(row.tobytes()),gen13_separation/gen13sep/arms_stage2.py:330,hash(row.tobytes()),,match
12,steppos_n_H2O S14 rho,0.83,gen16_leads/results/refutation/L1NULL/B/checkD_composition_stats.csv,0.8325454150566612,0.002545415056661282,match
12,steppos_n_H2O S14 n,27,gen16_leads/results/refutation/L1NULL/B/checkD_composition_stats.csv,27,0.0,match
12,steppos_n_H2O S8 rho,0.78,gen16_leads/results/refutation/L1NULL/B/checkD_composition_stats.csv,0.7795548852141913,0.0004451147858087756,match
12,steppos_n_H2O S8 n,29,gen16_leads/results/refutation/L1NULL/B/checkD_composition_stats.csv,29,0.0,match
12,family-wise permutation bar for max |rho|,0.6,gen16_leads/results/L1/stage1_decision.json,0.6087912087912088,0.008791208791208871,match
CONFIRMATION,seed commitment sha256,5a30455bc67d364aa3e65f6d3d28bd4b6fcf3301fe979ca4a1be4a9547de76a9,gen16_leads/results/confirmation/CONFIRMATION_RUN_ONCE.json,5a30455bc67d364aa3e65f6d3d28bd4b6fcf3301fe979ca4a1be4a9547de76a9,,match
