arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,unit_reading,unit
B2,selection,,,72,1.16323,2.03861,1.4278,-1.00848,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B2,selection,,,12,1.85362,4.82746,2.19715,-1.72444,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B2,selection,,,155,0.831074,0.911281,0.95461,-0.135583,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B2,selection,,,132,0.915851,1.13699,1.0663,-0.436441,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B2,selection,,,258,1.15732,1.89714,1.37737,-0.660208,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B2,selection,,,3,0.455097,0.22101,0.470117,0.0579019,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B2,selection,,,7,0.952606,1.79754,1.34073,-0.880166,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B2,selection,,,14,1.14112,1.99572,1.4127,0.285851,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B2,selection,,,204,1.19123,1.97718,1.40612,-0.671426,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B2,selection,,,54,0.67166,0.521109,0.721879,-0.645824,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B2,selection,,,24,1.23921,2.30228,1.51733,0.438115,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B2,selection,,,141,1.17411,1.64164,1.28126,-0.837135,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B2,selection,,,71,1.18136,2.03669,1.42713,0.557889,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B2,selection,,,76,1.28728,2.44877,1.56486,-0.218196,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B2,selection,,,3,1.23692,1.67094,1.29265,-1.23692,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B2,selection,,,532,1.37146,2.57311,1.60409,-0.446209,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B2,selection,,,13,0.611103,0.457046,0.676052,-0.247933,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B2,selection,,,56,0.839858,0.790718,0.889223,-0.839858,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B2,selection,,,14,0.968287,1.14909,1.07195,0.968287,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B2,selection,,,206,1.19786,1.61373,1.27033,-0.285002,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B2,selection,,,13,0.321061,0.123232,0.351044,-0.316749,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B2,selection,,,192,1.6837,3.46624,1.86178,-1.3433,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B2,selection,,,3,1.43539,3.12566,1.76795,-0.636061,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B2,selection,,,1,2.97458,8.8481,2.97458,2.97458,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B2,selection,,,87,1.2568,2.32125,1.52357,0.0661385,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B2,selection,,,2,1.09162,1.25998,1.12249,1.09162,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B2,selection,,,11,1.78387,3.72673,1.93047,-1.72222,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B2,selection,,,26,2.50949,6.97768,2.64153,-0.370139,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B2,selection,,,1,2.009,4.03609,2.009,2.009,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B2,selection,,,16,0.994185,1.16569,1.07967,-0.994185,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B2,selection,,,120,1.41667,2.46585,1.5703,-0.344431,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B2,selection,,,3,0.464486,0.259333,0.509248,-0.464486,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B2,selection,,,63,0.693725,0.56459,0.751392,-0.194733,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B2,selection,,,27,0.775855,0.735003,0.857323,-0.346008,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B2,selection,,,12,0.254,0.0782428,0.279719,0.0503488,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B2,selection,,,50,1.08306,1.71233,1.30856,0.270196,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B2,selection,,,149,1.1293,1.77029,1.33052,-0.0176574,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B2,selection,,,14,1.65053,3.24213,1.80059,-1.05433,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B2,selection,,,228,0.91644,1.27379,1.12862,0.429154,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B2,selection,,,35,1.05409,1.72277,1.31254,0.97507,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B2,selection,,,14,0.602811,0.456822,0.675886,0.602811,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B2,selection,,,208,0.585201,0.598681,0.773745,0.277881,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B2,selection,,,14,1.5296,3.12457,1.76765,1.12802,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B2,selection,,,4,1.93809,3.75737,1.93839,-1.93809,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B2,selection,,,94,1.51729,3.24978,1.80271,0.316947,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B2,selection,,,15,1.07276,1.66938,1.29204,0.363166,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B2,selection,,,3,0.424103,0.216134,0.464903,-0.424103,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B2,selection,,,1096,1.54312,3.55761,1.88616,0.211305,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B2,selection,,,5,1.62103,2.63087,1.622,-1.62103,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B2,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B2,confirmation,,pub_007f4c9de0,1444,1.01651,1.7618,1.32733,0.596712,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_04794d6d09,1564,1.22521,2.23924,1.49641,0.343395,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0c3788daa5,33,1.41366,2.61054,1.61572,-0.359808,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0fd6ab4e40,29,0.7045,0.603059,0.776569,0.7045,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1605e436d7,154,0.989535,1.44205,1.20085,0.376433,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1927dff570,20,2.009,4.18662,2.04612,-2.009,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1c1b558856,72,1.83459,4.31171,2.07647,-1.82595,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1d18e32c4e,101,0.873098,1.60367,1.26636,0.697887,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_2c76a46f18,93,1.40334,2.9447,1.71601,0.98989,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_3e0f6bb1b5,28,1.07714,2.04475,1.42995,-0.716144,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_40c355ae86,24,0.967347,1.18107,1.08677,-0.771782,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_457a2adba4,28,0.97291,1.14768,1.0713,-0.777477,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_515c63b970,90,1.3018,1.89029,1.37488,-1.29119,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51c0693f9c,116,0.919545,1.39523,1.1812,0.352197,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51ddfefa0c,96,1.57629,7.29804,2.70149,1.43498,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_56338b6e47,192,1.69025,4.09272,2.02305,1.42106,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_691fc07992,75,1.30838,2.60816,1.61498,-0.873188,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_6a0ef8528c,164,1.13597,1.85172,1.36078,0.910582,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_86cd2c5ec0,36,1.45028,3.02004,1.73783,0.397844,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_a49146c8fd,51,1.21694,2.79896,1.67301,-1.21694,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_aed382b25f,36,1.25013,1.9685,1.40303,0.0695455,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_b9dfc468cd,136,0.591443,0.558083,0.747049,0.0970234,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_bdb1564c49,134,0.907101,1.22733,1.10785,-0.71478,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_c8195b4ca7,216,1.43962,2.57586,1.60495,-1.39567,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_ca616a18dd,28,1.23692,1.66442,1.29012,1.23692,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_cd72e4a7bb,135,0.925559,1.25374,1.1197,-0.444158,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_d59c40b453,37,1.41244,2.79743,1.67255,-0.0865251,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_dfa96a5118,42,1.0854,1.42444,1.1935,-0.470965,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e4bbba9576,89,1.02769,1.52068,1.23316,-0.100924,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e4dd361427,10,1.38303,2.44509,1.56368,0.891669,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e9799b75f3,56,0.926699,1.01706,1.00849,-0.926699,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,,1444,1.01651,1.7618,1.32733,0.596712,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B2,confirmation,,,1564,1.22521,2.23924,1.49641,0.343395,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B2,confirmation,,,33,1.41366,2.61054,1.61572,-0.359808,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B2,confirmation,,,29,0.7045,0.603059,0.776569,0.7045,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B2,confirmation,,,154,0.989535,1.44205,1.20085,0.376433,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B2,confirmation,,,20,2.009,4.18662,2.04612,-2.009,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B2,confirmation,,,72,1.83459,4.31171,2.07647,-1.82595,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B2,confirmation,,,101,0.873098,1.60367,1.26636,0.697887,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B2,confirmation,,,93,1.40334,2.9447,1.71601,0.98989,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B2,confirmation,,,28,1.07714,2.04475,1.42995,-0.716144,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B2,confirmation,,,24,0.967347,1.18107,1.08677,-0.771782,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B2,confirmation,,,28,0.97291,1.14768,1.0713,-0.777477,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B2,confirmation,,,90,1.3018,1.89029,1.37488,-1.29119,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B2,confirmation,,,116,0.919545,1.39523,1.1812,0.352197,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B2,confirmation,,,96,1.57629,7.29804,2.70149,1.43498,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B2,confirmation,,,192,1.69025,4.09272,2.02305,1.42106,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B2,confirmation,,,75,1.30838,2.60816,1.61498,-0.873188,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B2,confirmation,,,164,1.13597,1.85172,1.36078,0.910582,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B2,confirmation,,,36,1.45028,3.02004,1.73783,0.397844,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B2,confirmation,,,51,1.21694,2.79896,1.67301,-1.21694,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B2,confirmation,,,36,1.25013,1.9685,1.40303,0.0695455,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B2,confirmation,,,136,0.591443,0.558083,0.747049,0.0970234,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B2,confirmation,,,134,0.907101,1.22733,1.10785,-0.71478,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B2,confirmation,,,216,1.43962,2.57586,1.60495,-1.39567,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B2,confirmation,,,28,1.23692,1.66442,1.29012,1.23692,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B2,confirmation,,,135,0.925559,1.25374,1.1197,-0.444158,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B2,confirmation,,,37,1.41244,2.79743,1.67255,-0.0865251,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B2,confirmation,,,42,1.0854,1.42444,1.1935,-0.470965,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B2,confirmation,,,89,1.02769,1.52068,1.23316,-0.100924,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B2,confirmation,,,10,1.38303,2.44509,1.56368,0.891669,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B2,confirmation,,,56,0.926699,1.01706,1.00849,-0.926699,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B3,selection,,REMAINDER,185,1.34877,3.08081,1.75522,-0.663903,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_007f4c9de0,690,1.37378,2.79212,1.67096,0.210789,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_04794d6d09,72,1.08443,2.45328,1.5663,-0.770272,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0884e38fbe,155,1.08541,1.58348,1.25836,-0.3672,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0a8da089ad,132,0.761415,0.804391,0.896878,-0.0228239,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0af6736cb1,258,0.870354,1.40875,1.18691,0.0547917,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_19783c039b,204,1.22313,2.30677,1.51881,-0.698385,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_1bd76c48d9,54,1.02659,1.54784,1.24412,-0.658161,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_22a136e9b9,24,1.63458,5.67078,2.38134,0.967468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2319535dff,141,2.39102,6.45593,2.54085,-2.35364,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2c76a46f18,71,0.86054,1.96887,1.40316,0.24868,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2e9f2dbea9,76,0.423385,0.613283,0.783124,0.14679,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_37086f6378,532,1.27424,2.71143,1.64664,0.71601,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_3f3b6220e0,56,0.170889,0.0503636,0.224418,0.0391633,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_4cba27f5f3,206,0.728407,1.47153,1.21307,0.424429,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_5472c4b438,192,1.70477,4.4848,2.11773,-1.51589,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_6b0ea2ccc9,87,1.58396,4.00578,2.00145,-0.121259,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_74428aeab2,26,2.05695,4.56282,2.13607,0.318211,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_8415538291,120,1.30531,2.4809,1.57509,0.0686521,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_8dafaf94bc,63,0.394896,0.197408,0.444306,-0.332881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_917a4583d4,27,0.515893,0.44408,0.666393,0.381667,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_a9266a9412,50,1.13572,2.15955,1.46954,0.327468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_ad5a7268e5,149,1.35254,3.24209,1.80058,-0.0907881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b0b3296ec5,228,2.11546,5.68318,2.38394,2.07108,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b155314682,35,1.10471,2.42333,1.5567,1.02884,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b92b9c1ebe,208,1.01362,1.53796,1.24014,0.895785,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_cdc2243314,94,0.433973,0.797099,0.892804,0.176793,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_d3c970567f,15,0.816334,1.30992,1.14452,-0.0843299,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_e287124c22,1096,1.88232,5.63911,2.37468,-0.054341,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,,690,1.37378,2.79212,1.67096,0.210789,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B3,selection,,,72,1.08443,2.45328,1.5663,-0.770272,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B3,selection,,,12,2.2441,7.20132,2.68353,-2.04535,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B3,selection,,,155,1.08541,1.58348,1.25836,-0.3672,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B3,selection,,,132,0.761415,0.804391,0.896878,-0.0228239,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B3,selection,,,258,0.870354,1.40875,1.18691,0.0547917,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B3,selection,,,3,1.96834,4.34905,2.08544,1.96834,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B3,selection,,,7,1.65695,3.62086,1.90286,1.61183,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B3,selection,,,14,2.23269,5.38202,2.31992,-0.872279,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B3,selection,,,204,1.22313,2.30677,1.51881,-0.698385,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B3,selection,,,54,1.02659,1.54784,1.24412,-0.658161,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B3,selection,,,24,1.63458,5.67078,2.38134,0.967468,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B3,selection,,,141,2.39102,6.45593,2.54085,-2.35364,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B3,selection,,,71,0.86054,1.96887,1.40316,0.24868,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B3,selection,,,76,0.423385,0.613283,0.783124,0.14679,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B3,selection,,,3,3.20069,10.3854,3.22263,-3.20069,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B3,selection,,,532,1.27424,2.71143,1.64664,0.71601,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B3,selection,,,13,0.611103,0.457046,0.676052,-0.247933,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B3,selection,,,56,0.170889,0.0503636,0.224418,0.0391633,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B3,selection,,,14,1.13226,2.59071,1.60957,0.834991,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B3,selection,,,206,0.728407,1.47153,1.21307,0.424429,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B3,selection,,,13,0.321061,0.123232,0.351044,-0.316749,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B3,selection,,,192,1.70477,4.4848,2.11773,-1.51589,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B3,selection,,,3,1.99935,6.77292,2.60248,-1.99935,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B3,selection,,,1,0.823909,0.678826,0.823909,-0.823909,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B3,selection,,,87,1.58396,4.00578,2.00145,-0.121259,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B3,selection,,,2,0.261439,0.0844138,0.29054,0.126741,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B3,selection,,,11,2.26787,5.37514,2.31843,-2.26787,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B3,selection,,,26,2.05695,4.56282,2.13607,0.318211,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B3,selection,,,1,5.19576,26.9959,5.19576,5.19576,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B3,selection,,,16,1.76968,3.72495,1.93001,-1.74896,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B3,selection,,,120,1.30531,2.4809,1.57509,0.0686521,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B3,selection,,,3,1.6789,2.8623,1.69183,-1.6789,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B3,selection,,,63,0.394896,0.197408,0.444306,-0.332881,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B3,selection,,,27,0.515893,0.44408,0.666393,0.381667,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B3,selection,,,12,0.83696,1.48376,1.2181,-0.458212,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B3,selection,,,50,1.13572,2.15955,1.46954,0.327468,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B3,selection,,,149,1.35254,3.24209,1.80058,-0.0907881,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B3,selection,,,14,0.684734,0.70367,0.83885,-0.638381,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B3,selection,,,228,2.11546,5.68318,2.38394,2.07108,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B3,selection,,,35,1.10471,2.42333,1.5567,1.02884,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B3,selection,,,14,1.13155,1.54602,1.24339,-1.1137,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B3,selection,,,208,1.01362,1.53796,1.24014,0.895785,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B3,selection,,,14,0.275621,0.163241,0.404031,0.0340051,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B3,selection,,,4,2.16576,6.81428,2.61042,-2.01295,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B3,selection,,,94,0.433973,0.797099,0.892804,0.176793,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B3,selection,,,15,0.816334,1.30992,1.14452,-0.0843299,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B3,selection,,,3,2.91255,8.87822,2.97963,-2.91255,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B3,selection,,,1096,1.88232,5.63911,2.37468,-0.054341,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B3,selection,,,5,1.63695,2.75269,1.65912,1.63695,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B3,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B3,confirmation,,pub_007f4c9de0,1444,1.31543,3.01651,1.73681,0.745685,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
