arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,unit_reading,unit
B2,selection,,,15,1.07364,1.67429,1.29394,0.367581,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B2,selection,,,3,0.422533,0.214805,0.46347,-0.422533,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B2,selection,,,1096,1.5414,3.55433,1.88529,0.216297,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B2,selection,,,36,1.29924,2.29587,1.51521,-1.22013,exploratory: publication group (the as-run pre-seal V1 reading),pub_f5d1922154
B2,selection,,,5,1.62103,2.63087,1.622,-1.62103,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B2,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B2,confirmation,,pub_007f4c9de0,35,0.996927,1.52495,1.23489,0.0850003,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_04794d6d09,642,1.16814,2.04747,1.4309,-0.288159,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0c3788daa5,33,1.41366,2.61054,1.61572,-0.359808,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_0fd6ab4e40,29,0.7045,0.603059,0.776569,0.7045,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_10aec04d23,67,0.920892,1.29513,1.13804,0.211729,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1605e436d7,154,0.991641,1.453,1.20541,0.390716,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1927dff570,20,2.009,4.18662,2.04612,-2.009,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1b7737c507,261,0.926971,1.18588,1.08898,-0.0806633,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1c1b558856,72,1.82956,4.29229,2.07178,-1.82063,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1d18e32c4e,101,0.873098,1.60367,1.26636,0.697887,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_1e6fec5c25,22,0.861683,1.15911,1.07662,0.422459,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_23f10a0918,269,0.820885,0.908748,0.953283,-0.482115,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_3e0f6bb1b5,28,1.07714,2.04475,1.42995,-0.716144,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_40c355ae86,24,0.967347,1.18107,1.08677,-0.771782,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_457a2adba4,28,0.963528,1.12743,1.06181,-0.764342,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_4f42448406,81,0.694612,0.765298,0.874813,0.124519,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_515c63b970,90,1.3018,1.89029,1.37488,-1.29119,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51c0693f9c,116,0.919419,1.39494,1.18108,0.351813,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_51ddfefa0c,96,1.57975,7.31392,2.70443,1.44051,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_56338b6e47,192,1.69428,4.10892,2.02705,1.42675,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_58ab6ca575,55,1.17503,1.75246,1.32381,-1.15754,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_5a68dc5665,874,1.38916,2.85301,1.68909,0.869,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_63013e43b6,48,1.02913,1.61195,1.26962,0.52463,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_691fc07992,75,1.30626,2.59855,1.612,-0.867297,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_6a0ef8528c,164,1.13597,1.85172,1.36078,0.910582,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_86cd2c5ec0,36,1.45102,3.02887,1.74036,0.406685,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_9a95bb9836,110,1.01504,1.38427,1.17655,0.136676,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_a49146c8fd,51,1.21694,2.79896,1.67301,-1.21694,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_a671b3a07d,140,0.870698,1.0977,1.04771,-0.0821761,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_aed382b25f,36,1.25013,1.9685,1.40303,0.0695455,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_b048b54fa9,93,1.40347,2.94543,1.71623,0.990213,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_b62729e38f,53,0.920306,1.08422,1.04126,-0.606129,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_b9dfc468cd,136,0.591786,0.558454,0.747298,0.0983564,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_bdb1564c49,134,0.904362,1.21965,1.10438,-0.709384,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_bef16e560c,48,1.0346,1.45872,1.20778,-0.632647,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_c8195b4ca7,216,1.43543,2.56105,1.60033,-1.39035,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_ca616a18dd,28,1.23692,1.66442,1.29012,1.23692,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_ca7dd9b99d,303,1.49601,3.12044,1.76648,1.09271,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_cd72e4a7bb,135,0.922445,1.24624,1.11635,-0.4375,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_d59c40b453,37,1.41137,2.79741,1.67254,-0.0826142,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_dfa96a5118,42,1.0831,1.4194,1.19139,-0.465585,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e4bbba9576,89,1.02905,1.52575,1.23521,-0.0932238,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e4dd361427,10,1.38303,2.44509,1.56368,0.891669,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,pub_e9799b75f3,56,0.926699,1.01706,1.00849,-0.926699,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B2,confirmation,,,35,0.996927,1.52495,1.23489,0.0850003,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B2,confirmation,,,642,1.16814,2.04747,1.4309,-0.288159,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B2,confirmation,,,33,1.41366,2.61054,1.61572,-0.359808,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B2,confirmation,,,29,0.7045,0.603059,0.776569,0.7045,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B2,confirmation,,,67,0.920892,1.29513,1.13804,0.211729,exploratory: publication group (the as-run pre-seal V1 reading),pub_10aec04d23
B2,confirmation,,,154,0.991641,1.453,1.20541,0.390716,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B2,confirmation,,,20,2.009,4.18662,2.04612,-2.009,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B2,confirmation,,,261,0.926971,1.18588,1.08898,-0.0806633,exploratory: publication group (the as-run pre-seal V1 reading),pub_1b7737c507
B2,confirmation,,,72,1.82956,4.29229,2.07178,-1.82063,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B2,confirmation,,,101,0.873098,1.60367,1.26636,0.697887,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B2,confirmation,,,22,0.861683,1.15911,1.07662,0.422459,exploratory: publication group (the as-run pre-seal V1 reading),pub_1e6fec5c25
B2,confirmation,,,269,0.820885,0.908748,0.953283,-0.482115,exploratory: publication group (the as-run pre-seal V1 reading),pub_23f10a0918
B2,confirmation,,,28,1.07714,2.04475,1.42995,-0.716144,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B2,confirmation,,,24,0.967347,1.18107,1.08677,-0.771782,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B2,confirmation,,,28,0.963528,1.12743,1.06181,-0.764342,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B2,confirmation,,,81,0.694612,0.765298,0.874813,0.124519,exploratory: publication group (the as-run pre-seal V1 reading),pub_4f42448406
B2,confirmation,,,90,1.3018,1.89029,1.37488,-1.29119,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B2,confirmation,,,116,0.919419,1.39494,1.18108,0.351813,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B2,confirmation,,,96,1.57975,7.31392,2.70443,1.44051,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B2,confirmation,,,192,1.69428,4.10892,2.02705,1.42675,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B2,confirmation,,,55,1.17503,1.75246,1.32381,-1.15754,exploratory: publication group (the as-run pre-seal V1 reading),pub_58ab6ca575
B2,confirmation,,,874,1.38916,2.85301,1.68909,0.869,exploratory: publication group (the as-run pre-seal V1 reading),pub_5a68dc5665
B2,confirmation,,,48,1.02913,1.61195,1.26962,0.52463,exploratory: publication group (the as-run pre-seal V1 reading),pub_63013e43b6
B2,confirmation,,,75,1.30626,2.59855,1.612,-0.867297,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B2,confirmation,,,164,1.13597,1.85172,1.36078,0.910582,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B2,confirmation,,,36,1.45102,3.02887,1.74036,0.406685,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B2,confirmation,,,110,1.01504,1.38427,1.17655,0.136676,exploratory: publication group (the as-run pre-seal V1 reading),pub_9a95bb9836
B2,confirmation,,,51,1.21694,2.79896,1.67301,-1.21694,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B2,confirmation,,,140,0.870698,1.0977,1.04771,-0.0821761,exploratory: publication group (the as-run pre-seal V1 reading),pub_a671b3a07d
B2,confirmation,,,36,1.25013,1.9685,1.40303,0.0695455,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B2,confirmation,,,93,1.40347,2.94543,1.71623,0.990213,exploratory: publication group (the as-run pre-seal V1 reading),pub_b048b54fa9
B2,confirmation,,,53,0.920306,1.08422,1.04126,-0.606129,exploratory: publication group (the as-run pre-seal V1 reading),pub_b62729e38f
B2,confirmation,,,136,0.591786,0.558454,0.747298,0.0983564,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B2,confirmation,,,134,0.904362,1.21965,1.10438,-0.709384,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B2,confirmation,,,48,1.0346,1.45872,1.20778,-0.632647,exploratory: publication group (the as-run pre-seal V1 reading),pub_bef16e560c
B2,confirmation,,,216,1.43543,2.56105,1.60033,-1.39035,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B2,confirmation,,,28,1.23692,1.66442,1.29012,1.23692,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B2,confirmation,,,303,1.49601,3.12044,1.76648,1.09271,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca7dd9b99d
B2,confirmation,,,135,0.922445,1.24624,1.11635,-0.4375,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B2,confirmation,,,37,1.41137,2.79741,1.67254,-0.0826142,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B2,confirmation,,,42,1.0831,1.4194,1.19139,-0.465585,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B2,confirmation,,,89,1.02905,1.52575,1.23521,-0.0932238,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B2,confirmation,,,10,1.38303,2.44509,1.56368,0.891669,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B2,confirmation,,,56,0.926699,1.01706,1.00849,-0.926699,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B3,selection,,REMAINDER,232,1.28761,2.92039,1.70892,-0.671274,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0884e38fbe,155,1.08541,1.58348,1.25836,-0.3672,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0a8da089ad,132,0.761415,0.804391,0.896878,-0.0228239,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0af6736cb1,258,0.870354,1.40875,1.18691,0.0547917,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0d412f4721,20,1.34195,2.90096,1.70322,-1.18142,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_0ddbd861aa,91,0.45228,0.40816,0.638874,0.309189,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_19783c039b,204,1.22313,2.30677,1.51881,-0.698385,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_1bd76c48d9,54,1.02659,1.54784,1.24412,-0.658161,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_22a136e9b9,24,1.63458,5.67078,2.38134,0.967468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2319535dff,141,2.39102,6.45593,2.54085,-2.35364,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2c76a46f18,71,0.856552,2.19098,1.48019,0.405925,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_2e9f2dbea9,76,0.423385,0.613283,0.783124,0.14679,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_37086f6378,532,1.27424,2.71143,1.64664,0.71601,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_3f3b6220e0,56,0.170889,0.0503636,0.224418,0.0391633,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_44555064e1,55,0.615986,0.607969,0.779723,0.0753107,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_45b8fb22e7,152,0.674757,0.926071,0.962326,0.352152,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_4a1871d85d,114,0.546561,0.569631,0.754739,0.229689,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_4cba27f5f3,206,0.728407,1.47153,1.21307,0.424429,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_5472c4b438,192,1.70477,4.4848,2.11773,-1.51589,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_6b0ea2ccc9,87,1.58396,4.00578,2.00145,-0.121259,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_74428aeab2,26,2.05695,4.56282,2.13607,0.318211,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_8415538291,120,1.30531,2.4809,1.57509,0.0686521,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_8a081dc888,47,0.944456,1.47785,1.21567,0.86761,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_8dafaf94bc,63,0.394896,0.197408,0.444306,-0.332881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_917a4583d4,27,0.515893,0.44408,0.666393,0.381667,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_92fd5bea1e,108,0.925339,1.45642,1.20682,0.128976,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_97510df3a0,21,0.813804,1.01431,1.00713,0.679148,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_a470dfb784,40,0.529734,0.783466,0.885136,-0.208736,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_a9266a9412,50,1.13572,2.15955,1.46954,0.327468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_ad5a7268e5,133,1.43518,3.47565,1.86431,-0.145866,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b0b3296ec5,228,2.11546,5.68318,2.38394,2.07108,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b155314682,35,1.10471,2.42333,1.5567,1.02884,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b4273fb42a,16,0.612124,1.19821,1.09463,0.420646,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_b92b9c1ebe,208,1.01362,1.53796,1.24014,0.895785,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_c929bc0daa,31,0.313356,0.171301,0.413885,-0.0796684,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_cdc2243314,94,0.433973,0.797099,0.892804,0.176793,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_d3c970567f,15,0.816334,1.30992,1.14452,-0.0843299,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_e287124c22,1096,1.88232,5.63911,2.37468,-0.054341,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,pub_f5d1922154,36,1.27255,3.60883,1.89969,-0.786686,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3,selection,,,12,2.2441,7.20132,2.68353,-2.04535,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B3,selection,,,155,1.08541,1.58348,1.25836,-0.3672,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B3,selection,,,132,0.761415,0.804391,0.896878,-0.0228239,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B3,selection,,,258,0.870354,1.40875,1.18691,0.0547917,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B3,selection,,,20,1.34195,2.90096,1.70322,-1.18142,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B3,selection,,,91,0.45228,0.40816,0.638874,0.309189,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B3,selection,,,3,1.96834,4.34905,2.08544,1.96834,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B3,selection,,,7,1.65695,3.62086,1.90286,1.61183,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B3,selection,,,4,3.44834,11.9115,3.45131,-3.44834,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B3,selection,,,16,1.24668,2.83604,1.68405,-0.645768,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B3,selection,,,14,2.23269,5.38202,2.31992,-0.872279,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B3,selection,,,204,1.22313,2.30677,1.51881,-0.698385,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B3,selection,,,54,1.02659,1.54784,1.24412,-0.658161,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B3,selection,,,24,1.63458,5.67078,2.38134,0.967468,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B3,selection,,,141,2.39102,6.45593,2.54085,-2.35364,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B3,selection,,,71,0.856552,2.19098,1.48019,0.405925,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B3,selection,,,76,0.423385,0.613283,0.783124,0.14679,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B3,selection,,,3,3.20069,10.3854,3.22263,-3.20069,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B3,selection,,,532,1.27424,2.71143,1.64664,0.71601,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B3,selection,,,13,0.611103,0.457046,0.676052,-0.247933,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B3,selection,,,56,0.170889,0.0503636,0.224418,0.0391633,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B3,selection,,,14,1.13226,2.59071,1.60957,0.834991,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B3,selection,,,55,0.615986,0.607969,0.779723,0.0753107,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B3,selection,,,152,0.674757,0.926071,0.962326,0.352152,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B3,selection,,,114,0.546561,0.569631,0.754739,0.229689,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B3,selection,,,206,0.728407,1.47153,1.21307,0.424429,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B3,selection,,,13,0.321061,0.123232,0.351044,-0.316749,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B3,selection,,,192,1.70477,4.4848,2.11773,-1.51589,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B3,selection,,,3,1.99935,6.77292,2.60248,-1.99935,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B3,selection,,,11,0.68808,0.687146,0.828943,-0.62774,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B3,selection,,,16,0.493415,0.437563,0.661485,-0.117671,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B3,selection,,,1,0.823909,0.678826,0.823909,-0.823909,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B3,selection,,,87,1.58396,4.00578,2.00145,-0.121259,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B3,selection,,,2,0.261439,0.0844138,0.29054,0.126741,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B3,selection,,,11,2.26787,5.37514,2.31843,-2.26787,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B3,selection,,,26,2.05695,4.56282,2.13607,0.318211,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B3,selection,,,1,5.19576,26.9959,5.19576,5.19576,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B3,selection,,,16,1.76968,3.72495,1.93001,-1.74896,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B3,selection,,,120,1.30531,2.4809,1.57509,0.0686521,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B3,selection,,,3,1.6789,2.8623,1.69183,-1.6789,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B3,selection,,,47,0.944456,1.47785,1.21567,0.86761,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B3,selection,,,63,0.394896,0.197408,0.444306,-0.332881,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B3,selection,,,27,0.515893,0.44408,0.666393,0.381667,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B3,selection,,,108,0.925339,1.45642,1.20682,0.128976,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B3,selection,,,12,0.83696,1.48376,1.2181,-0.458212,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B3,selection,,,21,0.813804,1.01431,1.00713,0.679148,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B3,selection,,,40,0.529734,0.783466,0.885136,-0.208736,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B3,selection,,,50,1.13572,2.15955,1.46954,0.327468,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B3,selection,,,133,1.43518,3.47565,1.86431,-0.145866,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B3,selection,,,14,0.684734,0.70367,0.83885,-0.638381,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B3,selection,,,228,2.11546,5.68318,2.38394,2.07108,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B3,selection,,,35,1.10471,2.42333,1.5567,1.02884,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B3,selection,,,16,0.612124,1.19821,1.09463,0.420646,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
